Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,31.3,30.4,32.2,30.4 - 32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,51.3,48.6,54,48.6 - 54.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,38.6,36.8,40.5,36.8 - 40.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.8,31,34.7,31.0 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.1,25.5,28.7,25.5 - 28.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,22.1,20.6,23.6,20.6 - 23.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,15.4,13.7,17.2,13.7 - 17.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,17.1,13.7,20.9,13.7 - 20.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,28.3,26.8,29.9,26.8 - 29.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.1,33.2,35,33.2 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.4,25.9,29.1,25.9 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,33.5,32.6,34.4,32.6 - 34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,76.2,66.2,84.4,66.2 - 84.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,42.6,37.8,47.5,37.8 - 47.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,28.4,27.5,29.3,27.5 - 29.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,65.4,61.7,69,61.7 - 69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,37.4,34.9,40,34.9 - 40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,29.2,28.3,30.2,28.3 - 30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.6,32,37.4,32.0 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,24.2,21.5,27.1,21.5 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,41.3,37.2,45.5,37.2 - 45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,39.7,35.1,44.3,35.1 - 44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.9,31.1,34.7,31.1 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,35.9,34.8,37,34.8 - 37.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,23.8,23,24.6,23.0 - 24.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,61.4,58.9,64,58.9 - 64.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,26.2,25.3,27.1,25.3 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,35.3,30.9,39.9,30.9 - 39.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.2,30,38.5,30.0 - 38.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32,27.8,36.3,27.8 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,35,28.8,41.6,28.8 - 41.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,33.4,30.8,36.2,30.8 - 36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.9,24.7,31.2,24.7 - 31.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,26.7,22.1,31.6,22.1 - 31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.5,27.5,37.7,27.5 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,35.1,27.4,43.4,27.4 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,30.9,26.8,35.1,26.8 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,36.3,32.2,40.6,32.2 - 40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,28,21.7,35.1,21.7 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,26.9,22.4,31.7,22.4 - 31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,29.6,26,33.3,26.0 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,31.8,27.7,36.2,27.7 - 36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,26.9,20.8,33.7,20.8 - 33.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,28.3,24.2,32.8,24.2 - 32.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,33.7,28.2,39.6,28.2 - 39.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,40.9,35.5,46.4,35.5 - 46.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.5,28.1,41.3,28.1 - 41.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.4,24.3,30.7,24.3 - 30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.9,23.5,32.6,23.5 - 32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,28.8,24.9,32.9,24.9 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27,23.9,30.4,23.9 - 30.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.8,29.2,40.7,29.2 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,31.1,27.3,35.1,27.3 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,24.2,19.4,29.5,19.4 - 29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,25.1,20.1,30.7,20.1 - 30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,37,32.4,41.8,32.4 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,25.9,21,31.2,21.0 - 31.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,25.8,22.1,29.8,22.1 - 29.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,33.6,29.6,37.8,29.6 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,24.9,21.5,28.6,21.5 - 28.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,26.3,22,31,22.0 - 31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,23.5,17.6,30.2,17.6 - 30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.3,27.5,37.4,27.5 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,38.9,34.1,43.8,34.1 - 43.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,31.5,28.7,34.4,28.7 - 34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,30.5,26.8,34.3,26.8 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,30.8,24.6,37.5,24.6 - 37.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,30.9,27.1,34.9,27.1 - 34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,23.6,17.5,30.7,17.5 - 30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27.6,23.5,32,23.5 - 32.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,38.1,34.3,42.1,34.3 - 42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.2,28.6,36,28.6 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,25.8,20.7,31.4,20.7 - 31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,30.3,26.4,34.5,26.4 - 34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,34.7,31.7,37.8,31.7 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,35.4,28.7,42.5,28.7 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,27,22.9,31.4,22.9 - 31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.2,34,"Jul 21 - Aug 2, 2021",7/21/21,8/2/21,32.3,25.9,39.2,25.9 - 39.2
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.4,20.6,22.1,20.6 - 22.1
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,33.2,30.7,35.7,30.7 - 35.7
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,26.7,25.2,28.3,25.2 - 28.3
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,22.8,21.3,24.4,21.3 - 24.4
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19.6,18.2,21.2,18.2 - 21.2
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,14.6,13.4,16,13.4 - 16.0
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,10.3,9,11.7,9.0 - 11.7
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,11.4,7.8,16,7.8 - 16.0
Symptoms of Depressive Disorder,By Sex,United States,Male,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19.6,18.4,20.7,18.4 - 20.7
Symptoms of Depressive Disorder,By Sex,United States,Female,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23,22.1,23.9,22.1 - 23.9
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19.2,18.1,20.5,18.1 - 20.5
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,22.5,21.6,23.4,21.6 - 23.4
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,64.8,53.7,74.9,53.7 - 74.9
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,30.4,26.1,35,26.1 - 35.0
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19.1,18.4,19.9,18.4 - 19.9
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,47.4,43.7,51,43.7 - 51.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,25.3,22.7,28.1,22.7 - 28.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20,19.2,20.7,19.2 - 20.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23,21,25.2,21.0 - 25.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,15.7,13.4,18.2,13.4 - 18.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,32.1,27.6,36.9,27.6 - 36.9
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,27.3,22.7,32.2,22.7 - 32.2
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,24,22.3,25.7,22.3 - 25.7
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,24.2,23.1,25.5,23.1 - 25.5
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,15,14.4,15.7,14.4 - 15.7
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,50.4,48.2,52.6,48.2 - 52.6
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,17.1,16.4,17.7,16.4 - 17.7
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.1,17.2,25.3,17.2 - 25.3
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.2,16.4,24.4,16.4 - 24.4
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,24.9,21.3,28.8,21.3 - 28.8
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,24.9,20.2,30.1,20.2 - 30.1
Symptoms of Depressive Disorder,By State,California,California,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.3,19.2,23.7,19.2 - 23.7
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.1,17.9,24.6,17.9 - 24.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,16,12.4,20.1,12.4 - 20.1
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19,13.8,25.1,13.8 - 25.1
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23.2,17.5,29.6,17.5 - 29.6
Symptoms of Depressive Disorder,By State,Florida,Florida,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.7,19.1,24.5,19.1 - 24.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,24.9,20.6,29.7,20.6 - 29.7
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23.6,18,29.8,18.0 - 29.8
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.4,16.8,26.6,16.8 - 26.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20,16.3,24.1,16.3 - 24.1
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,18.5,15,22.5,15.0 - 22.5
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,17.4,14,21.3,14.0 - 21.3
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,18.5,14.6,23.1,14.6 - 23.1
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23.9,18.7,29.7,18.7 - 29.7
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,30.4,25.9,35.2,25.9 - 35.2
Symptoms of Depressive Disorder,By State,Maine,Maine,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,19,14.1,24.8,14.1 - 24.8
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.2,16.8,24,16.8 - 24.0
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.8,17.5,24.5,17.5 - 24.5
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.9,18.1,23.9,18.1 - 23.9
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,17.7,14.8,20.9,14.8 - 20.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.9,16.4,26,16.4 - 26.0
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,25,21.4,28.8,21.4 - 28.8
Symptoms of Depressive Disorder,By State,Montana,Montana,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23,18.2,28.4,18.2 - 28.4
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.2,17.5,25.3,17.5 - 25.3
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,25.2,21.6,29,21.6 - 29.0
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.8,16.8,25.2,16.8 - 25.2
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,17.8,14.3,21.9,14.3 - 21.9
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23.8,19.5,28.6,19.5 - 28.6
Symptoms of Depressive Disorder,By State,New York,New York,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,17.7,14.4,21.5,14.4 - 21.5
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,18.4,14.3,23,14.3 - 23.0
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,13.1,9.3,17.8,9.3 - 17.8
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21,15.9,27,15.9 - 27.0
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,31.2,26.4,36.3,26.4 - 36.3
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,20.3,17.6,23.3,17.6 - 23.3
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,23.9,20.8,27.3,20.8 - 27.3
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.5,15.7,28.2,15.7 - 28.2
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,21.5,16.6,27.1,16.6 - 27.1
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,14.4,10.7,18.7,10.7 - 18.7
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,22.9,19.6,26.5,19.6 - 26.5
Symptoms of Depressive Disorder,By State,Texas,Texas,3.2,35,"Aug 4 - Aug 16, 2021",8/4/21,8/16/21,22.6,20.1,25.2,20.1 - 25.2
